
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
DA:A1:19:61:61:61, 2020-04-19 09:45:21, 2020-04-19 09:45:21, -85,        1, (not associated) ,
4A:81:BB:3B:10:64, 2020-04-19 09:49:56, 2020-04-19 09:49:56, -92,        1, (not associated) ,
DA:A1:19:39:39:39, 2020-04-19 10:04:55, 2020-04-19 10:04:55, -87,        1, (not associated) ,
8C:B8:4A:3B:76:1D, 2020-04-19 10:05:53, 2020-04-19 10:05:53, -88,        1, (not associated) ,
02:BC:08:88:4F:49, 2020-04-19 10:09:09, 2020-04-19 10:09:09, -47,       10, (not associated) ,
1C:42:7D:29:A5:9F, 2020-04-19 10:10:41, 2020-04-19 10:10:41,  -1,        1, 00:26:75:FE:E7:30,
E2:66:2E:92:2F:6A, 2020-04-19 10:14:43, 2020-04-19 10:14:43, -92,        1, (not associated) ,
FE:67:29:18:2E:C7, 2020-04-19 10:19:20, 2020-04-19 10:19:20, -85,        2, (not associated) ,
AA:36:96:80:0D:B0, 2020-04-19 10:19:44, 2020-04-19 10:19:44, -89,        1, (not associated) ,
DA:A1:19:7F:7F:7F, 2020-04-19 10:24:30, 2020-04-19 10:24:30, -91,        1, (not associated) ,
BE:EE:22:A9:95:E5, 2020-04-19 10:25:54, 2020-04-19 10:25:54, -90,        1, (not associated) ,
2E:21:69:0B:1B:FD, 2020-04-19 10:26:19, 2020-04-19 10:26:19, -83,        4, (not associated) ,OPPO_CPH1917_co_apirha
0A:22:86:4E:83:C3, 2020-04-19 10:27:08, 2020-04-19 10:27:08, -82,        2, (not associated) ,
AE:08:E8:23:6C:E8, 2020-04-19 10:27:19, 2020-04-19 10:27:19, -85,        1, (not associated) ,
62:94:F4:18:93:52, 2020-04-19 10:37:10, 2020-04-19 10:37:10, -89,        2, (not associated) ,OPPO_CPH1917_co_apirha
BA:90:2E:77:46:F9, 2020-04-19 10:37:18, 2020-04-19 10:37:18, -70,        8, (not associated) ,
DA:A1:19:25:25:25, 2020-04-19 10:48:59, 2020-04-19 10:48:59, -81,        1, (not associated) ,
D0:AB:D5:79:2B:0B, 2020-04-18 18:35:08, 2020-04-19 10:57:30, -90,        6, (not associated) ,Yuven_5GHz
E2:91:5B:F7:F7:43, 2020-04-19 10:57:30, 2020-04-19 10:57:30, -83,        2, (not associated) ,
06:71:43:5E:A8:A3, 2020-04-19 10:57:29, 2020-04-19 10:57:29, -80,        1, (not associated) ,
3E:72:F6:30:7F:7F, 2020-04-19 10:51:52, 2020-04-19 11:00:52, -51,        2, (not associated) ,
60:AB:14:A3:03:9C, 2020-04-19 11:09:30, 2020-04-19 11:09:30, -87,        1, (not associated) ,
3A:0C:B8:2C:4F:52, 2020-04-19 11:15:53, 2020-04-19 11:15:53, -80,        3, (not associated) ,
AE:EF:B1:28:A3:A1, 2020-04-19 11:18:20, 2020-04-19 11:18:20, -78,        2, (not associated) ,
DA:A1:19:30:EE:EC, 2020-04-19 11:18:10, 2020-04-19 11:18:30, -86,        5, (not associated) ,
86:26:D5:F3:97:4C, 2020-04-19 11:20:45, 2020-04-19 11:20:46, -65,       10, (not associated) ,
F0:99:B6:27:7E:39, 2020-04-18 14:04:25, 2020-04-19 11:22:38, -87,       10, E0:3F:49:2A:D0:80,
50:A6:7F:BA:36:A0, 2020-04-18 19:28:07, 2020-04-19 11:27:23, -70,        7, (not associated) ,SINGTEL-97FC
DA:A1:19:39:84:19, 2020-04-19 11:28:04, 2020-04-19 11:28:04, -80,        1, (not associated) ,
9A:28:E2:5F:26:73, 2020-04-19 11:33:29, 2020-04-19 11:33:29, -41,        9, (not associated) ,
B6:4E:2D:B9:76:AE, 2020-04-19 11:33:32, 2020-04-19 11:33:32, -41,        9, (not associated) ,
AA:D4:39:8E:DB:71, 2020-04-19 11:38:19, 2020-04-19 11:38:19, -88,        3, (not associated) ,TIL_AP
DA:A1:19:CE:F5:BE, 2020-04-19 11:41:09, 2020-04-19 11:41:09, -81,        1, (not associated) ,
DC:90:88:48:72:9E, 2020-04-18 19:45:34, 2020-04-19 11:41:29, -86,        4, F8:E9:03:C9:21:68,
DA:A1:19:72:CA:A6, 2020-04-19 11:42:11, 2020-04-19 11:42:11, -83,        1, (not associated) ,
DA:A1:19:D1:A0:31, 2020-04-19 11:59:02, 2020-04-19 11:59:02, -82,        1, (not associated) ,
C6:6E:A6:50:52:18, 2020-04-19 12:01:36, 2020-04-19 12:01:36, -35,        9, (not associated) ,
30:57:14:31:1D:50, 2020-04-18 13:54:15, 2020-04-19 12:02:49, -94,        8, (not associated) ,
DA:A1:19:5A:DC:7B, 2020-04-19 12:02:47, 2020-04-19 12:02:47, -88,        1, (not associated) ,
DA:A1:19:A5:96:96, 2020-04-19 12:06:57, 2020-04-19 12:06:57, -85,        1, (not associated) ,
DA:A1:19:0E:0E:0E, 2020-04-19 12:07:21, 2020-04-19 12:07:21, -86,        1, (not associated) ,
A8:DB:03:C0:CB:60, 2020-04-18 18:12:57, 2020-04-19 12:13:48, -90,        5, 30:23:03:0F:D4:69,Yuven
DA:A1:19:FE:BD:92, 2020-04-19 12:13:48, 2020-04-19 12:13:48, -85,        1, (not associated) ,
DA:A1:19:97:10:4B, 2020-04-19 12:14:50, 2020-04-19 12:14:50, -84,        1, (not associated) ,
5E:66:6C:DF:61:65, 2020-04-19 12:15:01, 2020-04-19 12:15:01, -94,        1, (not associated) ,
82:D0:55:3D:6E:9B, 2020-04-19 12:15:34, 2020-04-19 12:15:35, -45,        8, (not associated) ,
E6:BC:E5:0D:3F:9C, 2020-04-19 12:15:47, 2020-04-19 12:15:47, -62,        9, (not associated) ,
DA:A1:19:4A:7C:5C, 2020-04-19 12:22:45, 2020-04-19 12:22:45, -86,        1, (not associated) ,
DA:A1:19:C6:0B:00, 2020-04-19 06:57:09, 2020-04-19 12:22:50, -84,        4, (not associated) ,
DA:A1:19:A6:0F:F1, 2020-04-19 12:24:50, 2020-04-19 12:24:50, -82,        1, (not associated) ,
98:6F:60:50:C1:23, 2020-04-19 12:24:58, 2020-04-19 12:24:58, -86,        1, (not associated) ,
FE:5D:0E:1E:41:D0, 2020-04-19 12:30:38, 2020-04-19 12:30:38, -80,        3, (not associated) ,
DA:A1:19:0D:0D:0D, 2020-04-18 17:26:17, 2020-04-19 12:31:48, -88,        2, (not associated) ,
DA:A1:19:7C:16:C2, 2020-04-19 12:32:45, 2020-04-19 12:32:45, -87,        1, (not associated) ,
EA:F9:CE:4A:8E:DD, 2020-04-19 12:33:13, 2020-04-19 12:33:14, -61,        7, (not associated) ,
DA:A1:19:0C:BA:05, 2020-04-19 12:33:47, 2020-04-19 12:33:47, -86,        1, (not associated) ,
DA:A1:19:D4:7D:51, 2020-04-19 12:34:50, 2020-04-19 12:34:50, -84,        1, (not associated) ,
F8:62:14:1C:B9:9E, 2020-04-19 08:05:27, 2020-04-19 12:35:33, -84,       24, 64:CC:22:73:56:E0,SINGTEL-56E0
DA:A1:19:78:14:83, 2020-04-19 12:38:35, 2020-04-19 12:38:35, -91,        1, (not associated) ,
E6:FC:66:2B:70:F2, 2020-04-19 12:41:38, 2020-04-19 12:41:38, -41,       10, (not associated) ,
48:C7:96:53:11:83, 2020-04-19 12:42:48, 2020-04-19 12:42:48, -87,        1, (not associated) ,SINGTEL-66D4
48:C7:96:53:F6:8A, 2020-04-19 12:42:48, 2020-04-19 12:42:48, -84,        1, (not associated) ,SINGTEL-66D4
DA:A1:19:71:BA:E9, 2020-04-19 12:43:49, 2020-04-19 12:43:49, -88,        1, (not associated) ,
FC:2A:9C:78:56:B5, 2020-04-19 07:25:15, 2020-04-19 12:45:02, -93,        4, E0:3F:49:2A:D0:80,
DA:A1:19:41:3D:75, 2020-04-19 12:47:57, 2020-04-19 12:47:57, -84,        1, (not associated) ,
DA:A1:19:1C:EF:D1, 2020-04-19 12:50:21, 2020-04-19 12:50:21, -87,        1, (not associated) ,
12:05:22:C2:AA:3B, 2020-04-19 12:50:35, 2020-04-19 12:50:35, -90,        1, (not associated) ,
AE:35:C4:9C:A2:AD, 2020-04-19 12:50:59, 2020-04-19 12:50:59, -87,        1, (not associated) ,
06:53:57:6D:EF:0C, 2020-04-19 12:51:39, 2020-04-19 12:51:39, -90,        2, (not associated) ,
A2:FE:3B:E0:26:05, 2020-04-19 12:52:23, 2020-04-19 12:52:23, -91,        2, (not associated) ,
9E:FB:C4:48:81:F9, 2020-04-19 12:52:46, 2020-04-19 12:52:46, -91,        1, (not associated) ,
DA:A1:19:52:B5:9E, 2020-04-19 12:52:46, 2020-04-19 12:52:46, -84,        1, (not associated) ,
DA:A1:19:33:46:71, 2020-04-19 12:55:51, 2020-04-19 12:55:51, -87,        1, (not associated) ,
DA:A1:19:DD:DD:DD, 2020-04-19 12:56:14, 2020-04-19 12:56:14, -83,        1, (not associated) ,
E6:A9:A8:BC:22:E5, 2020-04-19 12:48:52, 2020-04-19 12:57:52, -36,        2, (not associated) ,
DA:A1:19:3A:7D:49, 2020-04-19 12:58:15, 2020-04-19 12:58:15, -85,        1, (not associated) ,
68:FF:7B:6E:A8:BA, 2020-04-18 13:50:27, 2020-04-19 13:03:27, -89,      180, (not associated) ,Linksys04359_2.4
E6:A0:C4:11:19:D0, 2020-04-19 13:04:52, 2020-04-19 13:04:52, -81,        3, (not associated) ,
6E:7D:91:F8:10:7A, 2020-04-19 13:05:02, 2020-04-19 13:05:03, -30,        9, (not associated) ,
4E:8B:86:B9:9A:27, 2020-04-19 13:05:16, 2020-04-19 13:05:16, -57,        8, (not associated) ,
BE:F0:E9:AD:D4:13, 2020-04-19 13:05:27, 2020-04-19 13:05:27, -91,        1, (not associated) ,
E2:B5:70:57:B1:32, 2020-04-19 13:06:00, 2020-04-19 13:06:00, -65,       11, (not associated) ,
DA:A1:19:3B:66:49, 2020-04-19 13:07:13, 2020-04-19 13:07:13, -85,        1, (not associated) ,
BE:D5:FA:65:CB:1C, 2020-04-19 13:07:18, 2020-04-19 13:09:33, -34,        2, (not associated) ,
FF:FF:AE:C4:EB:4B, 2020-04-19 13:13:42, 2020-04-19 13:13:42, -76,        1, 00:00:FF:FF:FF:FF,
DA:A1:19:43:7C:2F, 2020-04-19 13:16:10, 2020-04-19 13:16:10, -85,        1, (not associated) ,
BC:85:56:B4:9F:9D, 2020-04-18 13:55:11, 2020-04-19 13:18:39, -88,       71, 30:23:03:0F:D4:69,
68:9A:87:A4:BE:35, 2020-04-18 15:18:38, 2020-04-19 13:20:07,  -1,        6, 04:D4:C4:D0:8D:E0,
DA:A1:19:32:31:D8, 2020-04-19 13:22:42, 2020-04-19 13:22:42, -82,        2, (not associated) ,
30:07:4D:06:CE:97, 2020-04-18 15:09:29, 2020-04-19 13:22:55,  -1,       59, 4C:1B:86:06:DB:68,
DA:A1:19:2C:2C:2C, 2020-04-19 13:25:34, 2020-04-19 13:25:34, -79,        1, (not associated) ,
DA:A1:19:3D:3D:3D, 2020-04-18 16:47:02, 2020-04-19 13:28:33, -88,        2, (not associated) ,
DA:A1:19:75:FD:D2, 2020-04-19 13:28:32, 2020-04-19 13:28:32, -83,        1, (not associated) ,
DA:A1:19:56:16:2C, 2020-04-19 13:29:34, 2020-04-19 13:29:34, -81,        2, (not associated) ,
52:A0:EA:22:66:CD, 2020-04-19 13:32:33, 2020-04-19 13:32:33, -87,        2, (not associated) ,
DA:A1:19:36:FE:47, 2020-04-19 07:27:16, 2020-04-19 13:32:37, -85,      106, (not associated) ,SINGTEL-B661
FE:E2:1A:28:13:DB, 2020-04-19 13:33:13, 2020-04-19 13:33:13, -83,        1, (not associated) ,
DA:A1:19:36:34:A7, 2020-04-19 13:33:51, 2020-04-19 13:33:51, -90,        1, (not associated) ,
AE:A4:24:42:7B:A9, 2020-04-19 13:37:57, 2020-04-19 13:37:57, -39,        9, (not associated) ,
DA:A1:19:30:B2:7B, 2020-04-19 13:46:07, 2020-04-19 13:46:07, -86,        1, (not associated) ,
DA:50:F4:DB:31:F7, 2020-04-19 13:53:44, 2020-04-19 13:53:44, -84,        1, (not associated) ,
DA:A1:19:51:F2:26, 2020-04-19 13:58:08, 2020-04-19 13:58:08, -82,        1, (not associated) ,
DA:A1:19:02:AD:4A, 2020-04-19 14:00:12, 2020-04-19 14:00:12, -85,        1, (not associated) ,
4A:D9:CE:92:F0:AF, 2020-04-19 13:43:18, 2020-04-19 14:01:18, -28,        3, (not associated) ,
42:EA:9F:B4:FC:70, 2020-04-19 14:04:49, 2020-04-19 14:04:49, -62,       10, (not associated) ,
E4:5D:75:EE:8D:F6, 2020-04-18 14:10:57, 2020-04-19 14:07:03, -82,       23, 30:23:03:0F:D4:69,Yuven
12:51:28:25:CC:3E, 2020-04-19 14:13:35, 2020-04-19 14:13:35, -49,        6, (not associated) ,
BE:BB:A5:07:FF:E3, 2020-04-19 14:13:32, 2020-04-19 14:13:33, -48,       10, (not associated) ,
2A:32:92:CD:B2:1B, 2020-04-19 14:13:43, 2020-04-19 14:13:43, -55,        9, (not associated) ,
DA:A1:19:DC:DC:DC, 2020-04-19 14:19:22, 2020-04-19 14:19:22, -86,        1, (not associated) ,
8C:B8:4A:5D:4E:42, 2020-04-18 17:02:48, 2020-04-19 14:23:33, -80,        2, (not associated) ,GoodLife
72:2C:8B:A2:76:6B, 2020-04-19 14:34:09, 2020-04-19 14:34:09, -78,        2, (not associated) ,
DA:A1:19:20:87:49, 2020-04-19 14:38:53, 2020-04-19 14:38:53, -85,        1, (not associated) ,
02:27:EE:D5:D5:E1, 2020-04-19 14:19:13, 2020-04-19 14:39:28, -34,        5, (not associated) ,
DA:A1:19:A6:FC:03, 2020-04-19 14:39:54, 2020-04-19 14:39:54, -83,        1, (not associated) ,
DA:A1:19:1A:23:6A, 2020-04-19 14:40:57, 2020-04-19 14:40:57, -84,        1, (not associated) ,
DA:A1:19:93:0A:DE, 2020-04-19 15:08:02, 2020-04-19 15:08:02, -89,        1, (not associated) ,
D6:FC:7A:B0:55:11, 2020-04-19 15:08:18, 2020-04-19 15:08:18, -89,        1, (not associated) ,
0A:91:2C:BC:2E:67, 2020-04-19 15:09:58, 2020-04-19 15:09:58, -49,        9, (not associated) ,
66:B6:B3:EC:61:53, 2020-04-19 15:29:42, 2020-04-19 15:29:43, -53,       11, (not associated) ,
DA:A1:19:2F:91:67, 2020-04-19 15:31:24, 2020-04-19 15:31:24, -83,        1, (not associated) ,
1A:00:CF:84:33:8C, 2020-04-19 15:33:28, 2020-04-19 15:33:28, -38,        1, (not associated) ,
B2:87:4E:FE:4C:CE, 2020-04-19 15:37:15, 2020-04-19 15:37:15, -89,        2, (not associated) ,idea
02:E0:B0:F1:2E:8A, 2020-04-19 15:38:05, 2020-04-19 15:38:05, -42,       11, (not associated) ,
12:AF:CF:89:1C:0F, 2020-04-19 15:38:08, 2020-04-19 15:38:08, -37,        9, (not associated) ,
E0:B6:55:99:63:FC, 2020-04-18 19:09:52, 2020-04-19 15:39:09, -86,      110, 30:23:03:0F:D4:69,
FF:FF:B8:5E:7B:26, 2020-04-19 15:25:01, 2020-04-19 15:42:14, -61,        2, 00:00:FF:FF:FF:FF,
DA:A1:19:AB:C3:73, 2020-04-19 15:42:34, 2020-04-19 15:42:34, -88,        1, (not associated) ,
DA:A1:19:47:6D:67, 2020-04-19 15:44:38, 2020-04-19 15:44:38, -86,        1, (not associated) ,
DA:A1:19:5F:36:D7, 2020-04-19 15:47:50, 2020-04-19 15:47:50, -89,        1, (not associated) ,
DA:A1:19:44:64:08, 2020-04-19 15:48:52, 2020-04-19 15:48:52, -90,        1, (not associated) ,
8E:95:A9:9C:A7:54, 2020-04-19 15:49:33, 2020-04-19 15:49:33, -82,        3, (not associated) ,jasmine123
40:76:50:D4:F7:80, 2020-04-19 13:47:44, 2020-04-19 15:51:09, -57,        2, 56:DC:50:D4:F7:80,
DA:A1:19:F6:5F:0B, 2020-04-19 15:53:33, 2020-04-19 15:53:33, -90,        1, (not associated) ,
DA:A1:19:9D:F4:BD, 2020-04-19 15:57:30, 2020-04-19 15:57:30, -89,        1, (not associated) ,
DA:A1:19:3F:A3:7E, 2020-04-19 15:59:09, 2020-04-19 15:59:09, -89,        4, (not associated) ,TP-Link_5D84
DA:A1:19:BF:0D:6D, 2020-04-19 16:00:02, 2020-04-19 16:00:02, -81,        1, (not associated) ,
B2:F7:C9:7F:DB:DE, 2020-04-19 15:42:28, 2020-04-19 16:00:28, -36,        3, (not associated) ,
DA:A1:19:C8:7A:69, 2020-04-19 16:06:32, 2020-04-19 16:06:32, -90,        1, (not associated) ,
DA:A1:19:25:9A:19, 2020-04-19 16:08:35, 2020-04-19 16:08:35, -88,        1, (not associated) ,
DA:A1:19:FF:FF:FF, 2020-04-19 16:12:57, 2020-04-19 16:12:57, -87,        1, (not associated) ,
DA:A1:19:3F:D9:8F, 2020-04-19 16:14:24, 2020-04-19 16:14:24, -80,        1, (not associated) ,
DA:A1:19:EC:DB:C2, 2020-04-19 16:15:28, 2020-04-19 16:15:28, -86,        1, (not associated) ,
E2:71:D0:9D:2C:F6, 2020-04-19 16:08:07, 2020-04-19 17:28:42, -30,        2, (not associated) ,
DA:A1:19:C6:41:EC, 2020-04-19 17:31:11, 2020-04-19 17:31:11, -85,        1, (not associated) ,
BA:6F:30:AB:6D:82, 2020-04-18 18:40:56, 2020-04-19 17:35:22, -87,        2, A8:D3:F7:93:57:D6,
F2:1F:F4:56:52:77, 2020-04-19 17:36:51, 2020-04-19 17:36:51, -39,        8, (not associated) ,
7A:AA:49:C1:1D:BA, 2020-04-19 17:36:48, 2020-04-19 17:36:48, -38,        9, (not associated) ,
0A:9B:A1:43:90:17, 2020-04-19 17:38:32, 2020-04-19 17:38:32, -90,        1, (not associated) ,
A8:5C:2C:84:89:3F, 2020-04-19 17:40:23, 2020-04-19 17:40:23, -82,        1, (not associated) ,JJH
F6:76:3F:7D:97:2A, 2020-04-19 17:47:05, 2020-04-19 17:47:05, -72,        1, (not associated) ,
52:18:EA:ED:11:82, 2020-04-19 17:47:50, 2020-04-19 17:47:50, -86,        1, (not associated) ,
DA:A1:19:21:5C:A9, 2020-04-19 17:49:05, 2020-04-19 17:49:05, -86,        1, (not associated) ,
22:91:A4:4D:97:F7, 2020-04-19 17:49:35, 2020-04-19 17:49:35, -81,        1, (not associated) ,
C2:9C:1E:E6:4B:A1, 2020-04-19 17:50:00, 2020-04-19 17:50:00, -78,        2, (not associated) ,
26:2F:97:5A:F5:CE, 2020-04-19 17:50:07, 2020-04-19 17:50:07, -92,        1, (not associated) ,
FF:FF:32:23:03:77, 2020-04-18 14:12:39, 2020-04-19 17:52:53, -88,       22, 00:00:FF:FF:FF:FF,
DA:A1:19:6C:6C:6C, 2020-04-19 03:21:40, 2020-04-19 17:53:55, -77,        7, (not associated) ,
2A:41:37:74:13:EB, 2020-04-19 17:56:50, 2020-04-19 17:56:50, -83,        1, (not associated) ,
76:1F:35:E7:3D:7D, 2020-04-19 17:57:00, 2020-04-19 17:57:00, -82,        1, (not associated) ,
3A:01:70:4F:57:89, 2020-04-18 22:04:12, 2020-04-19 17:57:05,  -1,        2, 7B:EB:A8:DB:03:9D,
66:02:70:4F:57:89, 2020-04-19 17:59:58, 2020-04-19 17:59:58,  -1,        1, 7B:EB:A8:DB:03:9D,
DA:A1:19:57:84:38, 2020-04-19 18:00:25, 2020-04-19 18:00:25, -87,        1, (not associated) ,
64:CC:22:73:56:E0, 2020-04-18 13:39:33, 2020-04-19 18:00:25, -78,      389, (not associated) ,
DA:A1:19:51:FD:44, 2020-04-19 18:03:53, 2020-04-19 18:03:53, -86,        1, (not associated) ,
D2:CE:A5:FE:3A:BB, 2020-04-19 17:37:42, 2020-04-19 18:04:42, -34,        4, (not associated) ,
5E:02:AE:BE:FE:DA, 2020-04-19 18:04:57, 2020-04-19 18:04:57, -41,       10, (not associated) ,
DA:A1:19:8E:09:4D, 2020-04-19 18:05:12, 2020-04-19 18:05:12, -86,        1, (not associated) ,
DA:A1:19:63:82:EE, 2020-04-19 18:05:10, 2020-04-19 18:05:10, -83,        2, (not associated) ,
56:DC:78:28:CA:BB, 2020-04-18 13:54:54, 2020-04-19 18:07:37, -20,       15, 40:76:D0:4F:7E:4D,
DA:A1:19:F0:BA:D3, 2020-04-19 18:11:10, 2020-04-19 18:11:10, -91,        1, (not associated) ,
5C:C3:07:3F:32:90, 2020-04-19 18:03:11, 2020-04-19 18:11:35, -79,       38, 32:23:03:77:F0:F1,Zzhome27968-guest
DA:A1:19:4A:4A:4A, 2020-04-19 18:13:29, 2020-04-19 18:13:29, -77,        2, (not associated) ,
CA:D2:27:AA:B4:79, 2020-04-19 18:13:42, 2020-04-19 18:13:42, -33,        1, (not associated) ,
F8:87:F1:39:31:8F, 2020-04-19 18:14:13, 2020-04-19 18:14:42, -85,        5, (not associated) ,AmazingLife
A2:1F:A0:BB:3E:81, 2020-04-19 18:14:58, 2020-04-19 18:14:58, -90,        1, (not associated) ,
DA:A1:19:AA:53:5A, 2020-04-19 18:14:55, 2020-04-19 18:14:58, -87,        2, (not associated) ,
0E:34:F4:46:D6:7C, 2020-04-19 18:14:55, 2020-04-19 18:14:55, -86,        2, (not associated) ,
A6:E5:43:38:16:49, 2020-04-19 18:15:25, 2020-04-19 18:15:25, -52,       12, (not associated) ,
66:FD:EE:3E:05:00, 2020-04-19 18:15:22, 2020-04-19 18:15:22, -36,        7, (not associated) ,
82:CB:57:FB:E7:86, 2020-04-19 18:16:00, 2020-04-19 18:16:00, -57,       10, (not associated) ,
3E:82:FD:7D:7E:4F, 2020-04-19 18:15:56, 2020-04-19 18:15:57, -54,       12, (not associated) ,
12:6B:19:7E:F5:87, 2020-04-19 18:16:48, 2020-04-19 18:16:48, -86,        1, (not associated) ,
D2:79:97:3D:48:D8, 2020-04-19 18:16:49, 2020-04-19 18:16:49, -41,        9, (not associated) ,
DA:A1:19:9E:E2:E7, 2020-04-19 18:22:16, 2020-04-19 18:22:16, -86,        1, (not associated) ,
80:35:C1:35:86:44, 2020-04-19 18:21:56, 2020-04-19 18:24:44, -91,       11, (not associated) ,
D2:BA:3F:DF:27:BD, 2020-04-19 18:25:37, 2020-04-19 18:25:37, -88,        1, (not associated) ,
D2:85:3C:E7:ED:E4, 2020-04-19 18:25:34, 2020-04-19 18:25:34, -86,        1, (not associated) ,
BC:30:D9:04:50:44, 2020-04-18 13:50:01, 2020-04-19 18:26:12, -92,      455, (not associated) ,
DA:A1:19:E6:19:DE, 2020-04-19 18:26:23, 2020-04-19 18:26:23, -91,        1, (not associated) ,
46:2F:91:05:2E:10, 2020-04-19 18:27:42, 2020-04-19 18:27:42, -89,        1, (not associated) ,
5C:EA:1D:28:F3:73, 2020-04-18 21:43:10, 2020-04-19 18:27:53, -92,        2, (not associated) ,
9A:16:46:DD:85:94, 2020-04-19 18:28:15, 2020-04-19 18:28:15, -93,        1, (not associated) ,
DA:A1:19:EA:EA:EA, 2020-04-19 18:28:15, 2020-04-19 18:28:15, -75,        1, (not associated) ,
DA:A1:19:8D:E5:D8, 2020-04-19 18:28:42, 2020-04-19 18:28:42, -89,        1, (not associated) ,
26:DF:A6:5C:AE:92, 2020-04-19 18:30:24, 2020-04-19 18:30:24, -88,        1, (not associated) ,
46:EA:73:33:A9:DA, 2020-04-19 18:30:45, 2020-04-19 18:30:45, -91,        1, (not associated) ,
DA:A1:19:9F:DA:0A, 2020-04-19 18:30:59, 2020-04-19 18:30:59, -86,        1, (not associated) ,
DA:A1:19:D3:49:4E, 2020-04-19 18:32:02, 2020-04-19 18:32:02, -83,        1, (not associated) ,
DA:A1:19:8F:0E:55, 2020-04-19 18:33:06, 2020-04-19 18:33:06, -89,        1, (not associated) ,
98:2C:BC:98:20:9C, 2020-04-18 22:12:14, 2020-04-19 18:35:08, -90,        2, (not associated) ,SINGTEL-C0FC
A6:6B:7F:79:0A:CE, 2020-04-19 18:38:07, 2020-04-19 18:38:07, -81,        1, (not associated) ,
DA:A1:19:1E:1E:1E, 2020-04-19 18:38:05, 2020-04-19 18:38:05, -74,        1, (not associated) ,
A4:50:46:15:86:BD, 2020-04-19 18:38:44, 2020-04-19 18:38:44, -90,        1, (not associated) ,
A6:BE:8F:62:BE:22, 2020-04-19 18:39:05, 2020-04-19 18:39:05, -93,        2, (not associated) ,TIL_AP
2C:5D:34:22:A3:CF, 2020-04-19 18:39:30, 2020-04-19 18:39:30,  -1,        1, 18:31:BF:48:54:F8,
DA:A1:19:A1:7E:3A, 2020-04-19 18:33:54, 2020-04-19 18:39:45, -90,       14, (not associated) ,
2C:5D:34:22:AF:33, 2020-04-18 18:52:45, 2020-04-19 18:43:16, -85,       21, EC:F4:51:B1:66:D4,
80:4E:70:AD:ED:12, 2020-04-18 14:09:17, 2020-04-19 18:43:40, -92,       10, (not associated) ,
F6:B4:3D:CE:FF:9D, 2020-04-19 18:44:19, 2020-04-19 18:44:20, -37,       10, (not associated) ,
56:DC:A4:F1:E8:B3, 2020-04-18 14:42:04, 2020-04-19 18:45:12, -73,        5, 9B:02:50:D4:F7:80,
E0:66:78:53:FA:CD, 2020-04-19 18:48:16, 2020-04-19 18:48:16,  -1,        1, 64:CC:22:73:56:E0,
6C:B7:49:05:3F:1E, 2020-04-19 18:49:05, 2020-04-19 18:49:05, -94,        1, (not associated) ,
08:C5:E1:F4:E4:34, 2020-04-18 16:41:40, 2020-04-19 18:49:33,  -1,       83, 4C:1B:86:06:DB:68,
96:9F:26:82:E2:61, 2020-04-19 18:49:58, 2020-04-19 18:49:58, -89,        1, (not associated) ,
70:70:0D:4C:28:A8, 2020-04-18 14:07:35, 2020-04-19 18:50:23, -93,       65, 48:8D:36:94:3C:E5,
24:24:0E:CA:CF:1E, 2020-04-18 14:22:24, 2020-04-19 18:50:48,  -1,       12, 04:D4:C4:D0:8D:E0,
DA:A1:19:7E:5B:BA, 2020-04-19 18:51:01, 2020-04-19 18:51:01, -85,        1, (not associated) ,
40:A3:CC:27:70:68, 2020-04-19 10:54:21, 2020-04-19 18:52:38, -91,       63, 58:EF:68:A3:7D:DF,
CC:66:0A:72:36:41, 2020-04-19 18:53:55, 2020-04-19 18:53:55,  -1,        1, 04:D4:C4:D0:8D:E0,
B8:94:36:2A:C3:F6, 2020-04-18 13:45:47, 2020-04-19 18:55:32, -89,       59, 70:4F:57:89:7B:EA,
DA:A1:19:B6:B6:B6, 2020-04-18 23:42:42, 2020-04-19 18:57:50, -88,        2, (not associated) ,
4C:66:41:83:5E:46, 2020-04-18 14:08:36, 2020-04-19 18:58:05, -87,       91, (not associated) ,t6manxd6n9
DA:A1:19:F3:67:EF, 2020-04-19 18:59:33, 2020-04-19 18:59:33, -89,        2, (not associated) ,
DA:A1:19:4F:C1:D3, 2020-04-19 18:59:57, 2020-04-19 18:59:57, -88,        1, (not associated) ,
0A:17:44:88:8B:A4, 2020-04-19 19:00:11, 2020-04-19 19:00:11, -85,        1, (not associated) ,
DE:E4:54:89:B8:D4, 2020-04-19 19:01:25, 2020-04-19 19:01:25, -92,        1, (not associated) ,
26:A4:84:94:07:DC, 2020-04-19 18:59:08, 2020-04-19 19:01:23, -87,        5, (not associated) ,
B8:BB:AF:EB:9F:3E, 2020-04-18 14:56:26, 2020-04-19 19:02:00, -90,      114, (not associated) ,
7E:95:6D:4A:30:DB, 2020-04-19 19:03:05, 2020-04-19 19:03:05, -76,        5, (not associated) ,
FC:87:43:50:6C:98, 2020-04-18 13:36:45, 2020-04-19 19:03:16, -78,      704, EC:F4:51:94:B6:61,
DA:A1:19:E5:F2:63, 2020-04-19 19:03:42, 2020-04-19 19:03:42, -85,        1, (not associated) ,
32:0C:26:20:C6:AD, 2020-04-19 19:04:35, 2020-04-19 19:04:35, -78,        2, (not associated) ,
